time,value,unit
2018-05-15 04:12:00 +0000,78.26511995,deg F
2018-05-15 04:13:00 +0000,66.60861273,deg F
2018-05-15 04:14:00 +0000,80.0606175,deg F
2018-05-15 04:15:00 +0000,64.92628527,deg F
2018-05-15 04:16:00 +0000,67.87748006,deg F
2018-05-15 04:17:00 +0000,69.35307745,deg F
2018-05-15 04:18:00 +0000,64.92628527,deg F
2018-05-15 04:19:00 +0000,73.09882468,deg F
2018-05-15 04:20:00 +0000,66.70456931,deg F
2018-05-15 04:21:00 +0000,73.250168,deg F
2018-05-15 04:22:00 +0000,76.4662136,deg F
2018-05-15 04:23:00 +0000,66.70456931,deg F
2018-05-15 04:24:00 +0000,57.54829831,deg F
2018-05-15 04:25:00 +0000,74.83927288,deg F
2018-05-15 04:26:00 +0000,74.91494455,deg F
2018-05-15 04:27:00 +0000,69.80710742,deg F
2018-05-15 04:28:00 +0000,71.35837647,deg F
2018-05-15 04:29:00 +0000,68.10449504,deg F
2018-05-15 04:30:00 +0000,74.66824564,deg F
2018-05-15 04:31:00 +0000,74.81954908,deg F
2018-05-15 04:32:00 +0000,80.02278167,deg F
2018-05-15 04:33:00 +0000,69.61792826,deg F
2018-05-15 04:34:00 +0000,74.8952008,deg F
2018-05-15 04:35:00 +0000,69.78870983,deg F
2018-05-15 04:36:00 +0000,59.00834002,deg F
2018-05-15 04:37:00 +0000,62.05076215,deg F
2018-05-15 04:38:00 +0000,65.13612918,deg F
2018-05-15 04:39:00 +0000,71.49087349,deg F
2018-05-15 04:40:00 +0000,76.55953859,deg F
2018-05-15 04:41:00 +0000,64.90917402,deg F
2018-05-15 04:42:00 +0000,64.90917402,deg F
2018-05-15 04:43:00 +0000,74.81954908,deg F
2018-05-15 04:44:00 +0000,69.59958054,deg F
2018-05-15 04:45:00 +0000,76.44606101,deg F
2018-05-15 04:46:00 +0000,69.90218741,deg F
2018-05-15 04:47:00 +0000,69.58123281,deg F
2018-05-15 04:48:00 +0000,65.04332632,deg F
2018-05-15 04:49:00 +0000,68.29549264,deg F
2018-05-15 04:50:00 +0000,68.21986086,deg F
2018-05-15 04:51:00 +0000,71.47202718,deg F
2018-05-15 04:52:00 +0000,76.53935609,deg F
2018-05-15 04:53:00 +0000,68.20187211,deg F
2018-05-15 04:54:00 +0000,68.20187211,deg F
2018-05-15 04:55:00 +0000,65.10178702,deg F
2018-05-15 04:56:00 +0000,66.34938224,deg F
2018-05-15 04:57:00 +0000,69.86533241,deg F
2018-05-15 04:58:00 +0000,74.83596955,deg F
2018-05-15 04:59:00 +0000,71.05637512,deg F
2018-05-15 05:00:00 +0000,66.63424965,deg F
2018-05-15 05:01:00 +0000,78.23760452,deg F
2018-05-15 05:02:00 +0000,76.38560326,deg F
2018-05-15 05:03:00 +0000,63.53498223,deg F
2018-05-15 05:04:00 +0000,79.93842201,deg F
2018-05-15 05:05:00 +0000,58.94611729,deg F
2018-05-15 05:06:00 +0000,72.81356925,deg F
2018-05-15 05:07:00 +0000,73.00249911,deg F
2018-05-15 05:08:00 +0000,64.84072902,deg F
2018-05-15 05:09:00 +0000,73.11585703,deg F
2018-05-15 05:10:00 +0000,61.9689951,deg F
2018-05-15 05:11:00 +0000,71.26434437,deg F
2018-05-15 05:12:00 +0000,78.21696333,deg F
2018-05-15 05:13:00 +0000,73.134337,deg F
2018-05-15 05:14:00 +0000,64.82361689,deg F
2018-05-15 05:15:00 +0000,74.79648102,deg F
2018-05-15 05:16:00 +0000,63.46368087,deg F
2018-05-15 05:17:00 +0000,76.45862505,deg F
2018-05-15 05:18:00 +0000,65.05027289,deg F
2018-05-15 05:19:00 +0000,76.34529704,deg F
2018-05-15 05:20:00 +0000,66.48576091,deg F
2018-05-15 05:21:00 +0000,66.63686491,deg F
2018-05-15 05:22:00 +0000,78.12076907,deg F
2018-05-15 05:23:00 +0000,69.81004895,deg F
2018-05-15 05:24:00 +0000,66.27938076,deg F
2018-05-15 05:25:00 +0000,61.93628744,deg F
2018-05-15 05:26:00 +0000,66.27938076,deg F
2018-05-15 05:27:00 +0000,65.03310181,deg F
2018-05-15 05:28:00 +0000,78.15503868,deg F
2018-05-15 05:29:00 +0000,64.95756975,deg F
2018-05-15 05:30:00 +0000,63.46793238,deg F
2018-05-15 05:31:00 +0000,66.26188062,deg F
